id,tx_hash,log_index,chain,block_number,timestamp,event_type,affiliate_address,amount,token_address,solver_call_data,from_token,to_token,from_amount,to_amount,created_at
1,0x82e227c1a0ad367e05de21fd49bc375a261a7dd6cfd6d7e0196365e70e884bb0,3,base,33649187,33649187,ERC20AffiliateFee,0x2905d7e4d048d29954f81b02171dd313f457a4a4,3503,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0,0,1754089975
