timestamp,block_number,broker_address,transaction_type,asset,amount,amount_usd,chain,status,raw_data,detection_method
2025-08-20T15:23:36.546275,9247110,cFMeDPtPHccVYdBSJKTtCYuy7rewFNpro3xZBKaCGbSS2xhRi,balance_check,USDC,4239618508,4239.618508,Ethereum,active_balance,"{""role"": ""unregistered"", ""flip_balance"": ""0x0"", ""asset_balances"": {""Ethereum"": {""ETH"": ""0x0"", ""FLIP"": ""0x0"", ""USDC"": ""0xfcb371cc"", ""USDT"": ""0x0""}, ""Polkadot"": {""DOT"": ""0x0""}, ""Bitcoin"": {""BTC"": ""0x0""}, ""Arbitrum"": {""ETH"": ""0x0"", ""USDC"": ""0x0""}, ""Solana"": {""SOL"": ""0x0"", ""USDC"": ""0x0""}}}",direct_account_query
