tx_hash,chain,block_number,timestamp,from_address,to_address,affiliate_address,affiliate_fee_amount,affiliate_fee_token,affiliate_fee_usd,volume_amount,volume_token,volume_usd,gas_used,gas_price,pool,from_asset,to_asset,from_amount,to_amount,affiliate_fee_asset,affiliate_fee_amount_asset,created_at
82DAF9415587FD52CD2109976E86A63122CD654E965F076C33FC5A9DD641983C,thorchain,22456113,1755542592150672482,thor122h9hlrugzdny9ct95z6g7afvpzu34s73uklju,thor122h9hlrugzdny9ct95z6g7afvpzu34s73uklju,thor122h9hlrugzdny9ct95z6g7afvpzu34s73uklju,0,THOR.TCY,0,0,THOR.TCY,0,0,0,THOR.TCY,THOR.RUNE,THOR.TCY,260000000000,1839964590621,THOR.TCY,0,1755640452
82DAF9415587FD52CD2109976E86A63122CD654E965F076C33FC5A9DD641983C,thorchain,22456113,1755542592150672482,thor122h9hlrugzdny9ct95z6g7afvpzu34s73uklju,thor122h9hlrugzdny9ct95z6g7afvpzu34s73uklju,thor122h9hlrugzdny9ct95z6g7afvpzu34s73uklju,0,THOR.TCY,0,0,THOR.TCY,0,0,0,THOR.TCY,THOR.RUNE,THOR.TCY,260000000000,1839964590621,THOR.TCY,0,1755640464
